start,end,time,year
50045,34539,2008-03-01,2008
50045,67138,2009-03-01,2009
50045,30585,2010-03-01,2010
58383,77024,2007-03-01,2007
58383,24870,2007-03-01,2007
58383,75226,2008-03-01,2008
58383,17795,2008-03-01,2008
58383,30585,2009-03-01,2009
58383,50045,2009-03-01,2009
30585,35361,2007-03-01,2007
30585,87735,2007-03-01,2007
30585,76808,2008-03-01,2008
30585,49023,2008-03-01,2008
30585,50045,2008-03-01,2008
30585,67138,2009-03-01,2009
30585,27327,2009-03-01,2009
67995,110082,2007-03-01,2007
67995,55700,2007-03-01,2007
67995,17795,2008-03-01,2008
67995,35361,2008-03-01,2008
67995,30585,2008-03-01,2008
67995,58383,2009-03-01,2009
67995,55700,2009-03-01,2009
60026,81357,2007-03-01,2007
60026,77024,2007-03-01,2007
53205,108130,2007-03-01,2007
53205,67995,2007-03-01,2007
53205,17795,2008-03-01,2008
53205,30585,2008-03-01,2008
53205,30585,2009-03-01,2009
53205,75226,2009-03-01,2009
53205,50045,2009-03-01,2009
87011,21915,2007-03-01,2007
87011,24143,2007-03-01,2007
87011,49023,2008-03-01,2008
87011,106878,2008-03-01,2008
49380,14557,2008-03-01,2008
49380,51557,2008-03-01,2008
49380,75504,2008-03-01,2008
49380,112098,2009-03-01,2009
49380,85782,2009-03-01,2009
49380,19791,2010-03-01,2010
49380,85246,2010-03-01,2010
49380,50230,2011-03-01,2011
49380,10956,2011-03-01,2011
49380,94839,2011-03-01,2011
14690,87314,2008-03-01,2008
14690,81203,2008-03-01,2008
14690,97554,2009-03-01,2009
14690,21022,2009-03-01,2009
93269,14557,2008-03-01,2008
93269,49380,2008-03-01,2008
93269,87314,2009-03-01,2009
93269,97554,2009-03-01,2009
93269,39324,2011-03-01,2011
93269,97554,2011-03-01,2011
85246,87314,2008-03-01,2008
85246,93269,2008-03-01,2008
85246,7786,2009-03-01,2009
85246,97554,2009-03-01,2009
85246,7786,2010-03-01,2010
85246,40059,2010-03-01,2010
85246,112098,2010-03-01,2010
85246,38817,2013-03-01,2013
85246,108298,2013-03-01,2013
7786,6738,2008-03-01,2008
7786,102336,2008-03-01,2008
7786,14557,2009-03-01,2009
7786,87314,2009-03-01,2009
7786,6146,2010-03-01,2010
7786,107895,2010-03-01,2010
84077,40207,2008-03-01,2008
84077,51045,2008-03-01,2008
84077,97554,2009-03-01,2009
84077,50222,2009-03-01,2009
84077,112098,2009-03-01,2009
84077,14557,2011-03-01,2011
84077,49380,2011-03-01,2011
84077,94839,2012-03-01,2012
84077,77127,2012-03-01,2012
84077,112098,2012-03-01,2012
56658,37607,2008-03-01,2008
56658,7786,2008-03-01,2008
56658,107895,2009-03-01,2009
56658,84077,2009-03-01,2009
50270,106478,2008-03-01,2008
50270,101184,2008-03-01,2008
37709,49380,2008-03-01,2008
37709,75504,2008-03-01,2008
37709,50744,2010-03-01,2010
37709,93877,2010-03-01,2010
37709,11322,2011-03-01,2011
37709,93269,2011-03-01,2011
81203,14557,2008-03-01,2008
81203,7786,2008-03-01,2008
108285,72603,2008-03-01,2008
108285,74361,2008-03-01,2008
108285,93269,2009-03-01,2009
108285,84077,2009-03-01,2009
9297,14690,2008-03-01,2008
9297,85246,2008-03-01,2008
93877,72603,2008-03-01,2008
93877,56658,2008-03-01,2008
93877,7786,2010-03-01,2010
93877,107895,2010-03-01,2010
56785,24573,2008-03-01,2008
39854,56785,2008-03-01,2008
39854,28075,2010-03-01,2010
80458,73004,2008-03-01,2008
80458,55122,2008-03-01,2008
80458,39854,2008-03-01,2008
80458,51557,2009-03-01,2009
80458,28075,2009-03-01,2009
80458,84474,2010-03-01,2010
80458,108380,2010-03-01,2010
80458,108380,2011-03-01,2011
80458,59339,2011-03-01,2011
80458,6146,2011-03-01,2011
25591,84474,2008-03-01,2008
25591,55448,2008-03-01,2008
25591,34237,2009-03-01,2009
25591,112144,2009-03-01,2009
94560,24573,2008-03-01,2008
94560,112144,2008-03-01,2008
65483,56785,2008-03-01,2008
65483,103368,2008-03-01,2008
67898,55448,2008-03-01,2008
67898,90310,2008-03-01,2008
67898,6095,2009-03-01,2009
67898,55122,2009-03-01,2009
67898,71907,2011-03-01,2011
67898,93269,2011-03-01,2011
12172,94560,2008-03-01,2008
12172,52039,2008-03-01,2008
12172,39854,2010-03-01,2010
12172,76820,2010-03-01,2010
12172,80811,2012-03-01,2012
12172,13554,2012-03-01,2012
100659,84474,2008-03-01,2008
100659,86702,2008-03-01,2008
100659,55122,2009-03-01,2009
100659,6095,2009-03-01,2009
100659,6095,2009-03-01,2009
100659,13554,2010-03-01,2010
100659,108380,2010-03-01,2010
100659,28540,2010-03-01,2010
59982,39854,2008-03-01,2008
59982,71907,2008-03-01,2008
103368,80458,2008-03-01,2008
103368,25591,2008-03-01,2008
100987,71907,2008-03-01,2008
100987,67898,2008-03-01,2008
54351,24573,2008-03-01,2008
54351,52039,2008-03-01,2008
54351,90310,2009-03-01,2009
54351,100659,2009-03-01,2009
13554,86702,2008-03-01,2008
13554,112144,2008-03-01,2008
13554,59339,2010-03-01,2010
13554,108380,2010-03-01,2010
13554,64655,2011-03-01,2011
13554,82295,2012-03-01,2012
52039,28540,2008-03-01,2008
52039,25161,2008-03-01,2008
23974,74141,2008-03-01,2008
23974,77034,2008-03-01,2008
23974,77034,2008-03-01,2008
23974,98061,2009-03-01,2009
23974,25591,2009-03-01,2009
23974,112299,2011-03-01,2011
23974,21968,2011-03-01,2011
112299,84511,2008-03-01,2008
112299,23974,2008-03-01,2008
112299,90310,2010-03-01,2010
112299,98061,2010-03-01,2010
112299,64655,2011-03-01,2011
112299,55122,2011-03-01,2011
40835,74141,2008-03-01,2008
40835,77034,2008-03-01,2008
64655,51757,2008-03-01,2008
64655,23974,2008-03-01,2008
64655,94970,2009-03-01,2009
64655,84511,2009-03-01,2009
70455,64655,2008-03-01,2008
70455,87102,2008-03-01,2008
70455,67788,2010-03-01,2010
70455,112299,2010-03-01,2010
70455,76604,2011-03-01,2011
70455,24541,2011-03-01,2011
27527,112299,2008-03-01,2008
27527,21968,2008-03-01,2008
21968,84511,2008-03-01,2008
21968,74141,2008-03-01,2008
21968,3566,2009-03-01,2009
21968,51757,2009-03-01,2009
21968,112144,2009-03-01,2009
21968,3566,2010-03-01,2010
21968,81425,2010-03-01,2010
21968,24541,2011-03-01,2011
21968,76604,2011-03-01,2011
64569,34210,2008-03-01,2008
64569,40835,2008-03-01,2008
64569,84511,2009-03-01,2009
64569,64655,2009-03-01,2009
84037,51757,2008-03-01,2008
84037,64569,2008-03-01,2008
42043,70455,2008-03-01,2008
42043,1501,2008-03-01,2008
42043,108574,2010-03-01,2010
42043,82295,2010-03-01,2010
42043,90310,2010-03-01,2010
58715,47674,2008-03-01,2008
58715,104312,2008-03-01,2008
58715,112325,2011-03-01,2011
58715,100506,2011-03-01,2011
87102,83565,2008-03-01,2008
87102,34210,2008-03-01,2008
106691,74141,2008-03-01,2008
106691,19526,2008-03-01,2008
106691,67731,2009-03-01,2009
106691,81965,2009-03-01,2009
106691,39685,2010-03-01,2010
106691,39685,2010-03-01,2010
106691,68165,2010-03-01,2010
106691,67788,2011-03-01,2011
106691,66030,2011-03-01,2011
25412,68100,2008-03-01,2008
25412,23974,2008-03-01,2008
25412,55545,2009-03-01,2009
25412,39685,2009-03-01,2009
25412,34921,2012-03-01,2012
25412,33623,2012-03-01,2012
91562,64655,2008-03-01,2008
91562,42043,2008-03-01,2008
91562,74411,2009-03-01,2009
91562,25591,2009-03-01,2009
34237,95163,2008-03-01,2008
34237,100610,2008-03-01,2008
34237,47674,2008-03-01,2008
34237,3566,2009-03-01,2009
34237,39685,2009-03-01,2009
15236,28914,2009-03-01,2009
35481,59144,2008-03-01,2008
35481,97097,2008-03-01,2008
67522,15236,2008-03-01,2008
67522,5918,2008-03-01,2008
67522,79107,2009-03-01,2009
67522,24883,2009-03-01,2009
67522,21272,2010-03-01,2010
67522,100705,2010-03-01,2010
67522,74833,2011-03-01,2011
67522,33598,2011-03-01,2011
84831,82329,2008-03-01,2008
84831,60524,2008-03-01,2008
37692,28975,2008-03-01,2008
37692,5918,2008-03-01,2008
17661,17798,2008-03-01,2008
17661,107293,2008-03-01,2008
17661,5918,2009-03-01,2009
17661,28914,2009-03-01,2009
17661,68100,2009-03-01,2009
17661,61557,2010-03-01,2010
17661,7662,2010-03-01,2010
17661,101547,2011-03-01,2011
17661,31695,2011-03-01,2011
72091,35481,2008-03-01,2008
72091,20158,2008-03-01,2008
56702,60877,2008-03-01,2008
56702,37692,2008-03-01,2008
56702,1,2009-03-01,2009
56702,77165,2009-03-01,2009
1530,34623,2008-03-01,2008
1530,60877,2008-03-01,2008
1530,26330,2009-03-01,2009
1530,108653,2009-03-01,2009
1530,21272,2010-03-01,2010
1530,50989,2011-03-01,2011
1530,101547,2011-03-01,2011
76659,67522,2008-03-01,2008
76659,1530,2008-03-01,2008
76659,68757,2009-03-01,2009
76659,50514,2009-03-01,2009
76659,53683,2011-03-01,2011
76659,33621,2011-03-01,2011
43652,67965,2008-03-01,2008
43652,97097,2008-03-01,2008
43652,59144,2009-03-01,2009
43652,20423,2009-03-01,2009
43652,61557,2010-03-01,2010
43652,67522,2010-03-01,2010
67842,81965,2008-03-01,2008
67842,110779,2008-03-01,2008
50689,43401,2008-03-01,2008
50689,77165,2008-03-01,2008
50689,77165,2009-03-01,2009
50689,97544,2009-03-01,2009
15899,59292,2008-03-01,2008
15899,77165,2008-03-01,2008
100705,27838,2008-03-01,2008
100705,111740,2008-03-01,2008
100705,5918,2009-03-01,2009
100705,68100,2009-03-01,2009
100705,61557,2010-03-01,2010
100705,101547,2010-03-01,2010
100705,1530,2010-03-01,2010
22795,100705,2008-03-01,2008
22795,110825,2008-03-01,2008
100144,43401,2008-03-01,2008
100144,84031,2008-03-01,2008
108931,20661,2008-03-01,2008
108931,77019,2008-03-01,2008
108931,27387,2010-03-01,2010
108931,98526,2010-03-01,2010
22506,108679,2008-03-01,2008
22506,94896,2008-03-01,2008
110825,27838,2008-03-01,2008
110825,14248,2008-03-01,2008
110825,24779,2009-03-01,2009
110825,27838,2009-03-01,2009
52169,60572,2008-03-01,2008
52169,108931,2008-03-01,2008
84705,75595,2008-03-01,2008
84705,84287,2009-03-01,2009
84705,82491,2009-03-01,2009
84705,84287,2010-03-01,2010
84705,61652,2010-03-01,2010
72995,84705,2008-03-01,2008
72995,37834,2008-03-01,2008
72995,94953,2009-03-01,2009
72995,72507,2009-03-01,2009
72995,51132,2010-03-01,2010
72995,35381,2011-03-01,2011
72995,84287,2011-03-01,2011
58781,84705,2008-03-01,2008
58781,79089,2008-03-01,2008
58781,94896,2009-03-01,2009
58781,50227,2009-03-01,2009
58781,21835,2010-03-01,2010
58781,6238,2010-03-01,2010
50227,100507,2008-03-01,2008
50227,72507,2008-03-01,2008
50227,27838,2010-03-01,2010
107423,82491,2008-03-01,2008
107423,58781,2008-03-01,2008
107423,24779,2009-03-01,2009
107423,82491,2009-03-01,2009
33610,72995,2008-03-01,2008
33610,72507,2008-03-01,2008
33610,94896,2009-03-01,2009
33610,27838,2009-03-01,2009
33610,94896,2010-03-01,2010
33610,67733,2010-03-01,2010
33610,108270,2011-03-01,2011
33610,10631,2011-03-01,2011
100499,75595,2008-03-01,2008
100499,38438,2008-03-01,2008
64244,79089,2008-03-01,2008
64244,48468,2008-03-01,2008
64244,94953,2009-03-01,2009
64244,110825,2009-03-01,2009
17891,100499,2008-03-01,2008
17891,74395,2008-03-01,2008
17891,88864,2009-03-01,2009
17891,52081,2009-03-01,2009
17891,22094,2010-03-01,2010
17891,88391,2010-03-01,2010
94953,100507,2008-03-01,2008
94953,29642,2008-03-01,2008
94953,58781,2009-03-01,2009
94953,84705,2009-03-01,2009
94953,72507,2011-03-01,2011
94953,24302,2011-03-01,2011
76783,82491,2008-03-01,2008
76783,93207,2008-03-01,2008
76783,27838,2010-03-01,2010
76783,87175,2010-03-01,2010
29642,50227,2008-03-01,2008
29642,87120,2008-03-01,2008
29642,84031,2009-03-01,2009
29642,83535,2009-03-01,2009
29642,22094,2010-03-01,2010
29642,72507,2010-03-01,2010
21835,72995,2008-03-01,2008
21835,87120,2008-03-01,2008
21835,6238,2009-03-01,2009
21835,80389,2009-03-01,2009
21835,94896,2010-03-01,2010
21835,108270,2010-03-01,2010
21835,6238,2010-03-01,2010
72507,84705,2008-03-01,2008
72507,79089,2008-03-01,2008
72507,64244,2009-03-01,2009
72507,107423,2009-03-01,2009
72507,24302,2010-03-01,2010
72507,47640,2010-03-01,2010
72507,58781,2011-03-01,2011
72507,35381,2011-03-01,2011
67573,20374,2008-03-01,2008
67573,38438,2008-03-01,2008
67573,59977,2011-03-01,2011
67573,55499,2011-03-01,2011
48468,112355,2008-03-01,2008
48468,107423,2008-03-01,2008
38438,37834,2008-03-01,2008
38438,112355,2008-03-01,2008
38438,58781,2009-03-01,2009
38438,107423,2009-03-01,2009
38438,59144,2011-03-01,2011
38438,67726,2011-03-01,2011
38438,69876,2012-03-01,2012
38438,61914,2012-03-01,2012
51132,64453,2008-03-01,2008
51132,90101,2009-03-01,2009
51132,100620,2009-03-01,2009
14276,51132,2008-03-01,2008
14276,101107,2008-03-01,2008
14276,90101,2009-03-01,2009
14276,80932,2009-03-01,2009
4929,77442,2008-03-01,2008
4929,100620,2008-03-01,2008
4929,14604,2008-03-01,2008
4929,94388,2009-03-01,2009
4929,98487,2009-03-01,2009
891,14276,2008-03-01,2008
891,71413,2008-03-01,2008
20518,64453,2008-03-01,2008
20518,3379,2008-03-01,2008
782,100620,2008-03-01,2008
782,94388,2008-03-01,2008
22094,14276,2008-03-01,2008
22094,57192,2008-03-01,2008
22094,101107,2009-03-01,2009
22094,100620,2009-03-01,2009
22094,51132,2010-03-01,2010
22094,24302,2011-03-01,2011
22094,58781,2011-03-01,2011
22094,35381,2011-03-01,2011
3379,72416,2008-03-01,2008
3379,14468,2008-03-01,2008
3379,57192,2009-03-01,2009
3379,94388,2009-03-01,2009
3379,10756,2011-03-01,2011
3379,72507,2011-03-01,2011
98487,20518,2008-03-01,2008
98487,3426,2008-03-01,2008
98487,90101,2009-03-01,2009
98487,57192,2009-03-01,2009
98487,33705,2010-03-01,2010
98487,13652,2010-03-01,2010
97142,14468,2008-03-01,2008
97142,40351,2008-03-01,2008
97142,80932,2009-03-01,2009
97142,98471,2009-03-01,2009
97142,51132,2010-03-01,2010
97142,59129,2010-03-01,2010
97142,80743,2011-03-01,2011
97142,33705,2011-03-01,2011
89657,891,2008-03-01,2008
89657,22094,2008-03-01,2008
108360,77442,2008-03-01,2008
108360,14468,2008-03-01,2008
66831,47054,2008-03-01,2008
66831,88513,2008-03-01,2008
66831,108852,2008-03-01,2008
66831,109682,2009-03-01,2009
66831,60652,2009-03-01,2009
66831,77871,2010-03-01,2010
66831,32626,2011-03-01,2011
66831,25448,2011-03-01,2011
2527,93162,2008-03-01,2008
2527,67486,2008-03-01,2008
2527,109682,2009-03-01,2009
2527,71943,2009-03-01,2009
2527,9626,2011-03-01,2011
2527,77548,2012-03-01,2012
2527,78951,2012-03-01,2012
9626,107287,2008-03-01,2008
9626,66831,2008-03-01,2008
9626,71943,2010-03-01,2010
9626,81137,2010-03-01,2010
9626,42836,2011-03-01,2011
9626,60218,2011-03-01,2011
9626,100695,2012-03-01,2012
22944,92885,2008-03-01,2008
22944,112318,2008-03-01,2008
22944,33986,2009-03-01,2009
22944,55961,2009-03-01,2009
22944,88864,2011-03-01,2011
22944,100695,2011-03-01,2011
22944,18620,2012-03-01,2012
21930,112318,2008-03-01,2008
21930,71248,2008-03-01,2008
21930,22944,2009-03-01,2009
21930,30503,2009-03-01,2009
53821,94651,2008-03-01,2008
53821,45643,2008-03-01,2008
53821,25791,2009-03-01,2009
53821,14369,2009-03-01,2009
53821,7457,2010-03-01,2010
53821,108702,2010-03-01,2010
88281,47054,2008-03-01,2008
88281,60684,2008-03-01,2008
6572,109682,2008-03-01,2008
6572,67486,2008-03-01,2008
77640,90101,2008-03-01,2008
77640,22944,2008-03-01,2008
77640,81137,2009-03-01,2009
77640,22957,2009-03-01,2009
15165,2527,2008-03-01,2008
15165,108852,2008-03-01,2008
15165,77871,2009-03-01,2009
15165,77871,2009-03-01,2009
15165,108852,2009-03-01,2009
15165,20005,2012-03-01,2012
15165,91229,2012-03-01,2012
45643,81137,2008-03-01,2008
45643,47054,2008-03-01,2008
97104,22789,2008-03-01,2008
97104,9626,2008-03-01,2008
47536,66831,2008-03-01,2008
47536,107287,2008-03-01,2008
74172,2527,2008-03-01,2008
74172,47536,2008-03-01,2008
29929,77871,2008-03-01,2008
29929,26879,2008-03-01,2008
29929,45297,2008-03-01,2008
71454,88300,2008-03-01,2008
71454,56213,2008-03-01,2008
71454,48829,2009-03-01,2009
71454,26879,2009-03-01,2009
71454,25791,2010-03-01,2010
71454,15209,2010-03-01,2010
71454,111770,2011-03-01,2011
71454,15194,2011-03-01,2011
20005,111351,2008-03-01,2008
20005,76655,2008-03-01,2008
20005,25791,2009-03-01,2009
20005,45297,2009-03-01,2009
20005,18620,2012-03-01,2012
55690,77871,2008-03-01,2008
55690,56213,2008-03-01,2008
55690,25791,2009-03-01,2009
55690,18620,2009-03-01,2009
86686,29929,2008-03-01,2008
86686,50958,2008-03-01,2008
86686,37658,2009-03-01,2009
86686,45297,2009-03-01,2009
86686,23620,2010-03-01,2010
86686,6263,2010-03-01,2010
103918,87026,2008-03-01,2008
103918,91269,2008-03-01,2008
91269,25791,2008-03-01,2008
91269,81406,2008-03-01,2008
91269,71454,2010-03-01,2010
91269,15194,2010-03-01,2010
91905,88300,2008-03-01,2008
91905,5928,2008-03-01,2008
91905,109682,2009-03-01,2009
91905,34576,2009-03-01,2009
91905,48829,2010-03-01,2010
91905,87026,2010-03-01,2010
91905,72497,2011-03-01,2011
91905,55910,2011-03-01,2011
76655,56477,2008-03-01,2008
76655,28673,2008-03-01,2008
76655,48829,2010-03-01,2010
76655,77548,2010-03-01,2010
76655,111770,2011-03-01,2011
76655,28208,2011-03-01,2011
10904,60151,2008-03-01,2008
10904,104868,2008-03-01,2008
57227,111351,2008-03-01,2008
57227,77024,2008-03-01,2008
68655,104868,2008-03-01,2008
68655,67737,2008-03-01,2008
68655,91905,2010-03-01,2010
68655,76655,2010-03-01,2010
61462,91269,2008-03-01,2008
61462,50080,2008-03-01,2008
83191,76808,2008-03-01,2008
83191,61521,2008-03-01,2008
83191,89785,2009-03-01,2009
83191,112112,2009-03-01,2009
83191,10759,2010-03-01,2010
83191,27327,2010-03-01,2010
60555,34539,2008-03-01,2008
60555,89785,2008-03-01,2008
60555,67138,2009-03-01,2009
60555,22666,2009-03-01,2009
60555,50138,2011-03-01,2011
60555,100153,2011-03-01,2011
35198,83191,2008-03-01,2008
35198,90307,2008-03-01,2008
35198,53205,2009-03-01,2009
35198,25438,2009-03-01,2009
35198,37722,2010-03-01,2010
35198,37465,2010-03-01,2010
94609,34539,2008-03-01,2008
94609,81357,2008-03-01,2008
94609,10759,2009-03-01,2009
94609,83472,2009-03-01,2009
94609,112073,2011-03-01,2011
94609,13497,2012-03-01,2012
94609,112073,2012-03-01,2012
94609,80893,2012-03-01,2012
94609,80893,2012-03-01,2012
10759,53205,2008-03-01,2008
10759,34617,2008-03-01,2008
10759,27327,2009-03-01,2009
10759,30285,2009-03-01,2009
10759,112073,2010-03-01,2010
10759,50138,2010-03-01,2010
6641,34617,2008-03-01,2008
6641,58735,2008-03-01,2008
107486,50045,2008-03-01,2008
107486,58383,2008-03-01,2008
107486,83191,2009-03-01,2009
107486,111917,2009-03-01,2009
84945,112112,2008-03-01,2008
84945,61521,2008-03-01,2008
20989,60555,2008-03-01,2008
20989,94609,2008-03-01,2008
81957,30585,2008-03-01,2008
81957,61521,2008-03-01,2008
81957,112073,2009-03-01,2009
81957,21804,2009-03-01,2009
81957,10759,2010-03-01,2010
81957,67138,2010-03-01,2010
61521,17795,2008-03-01,2008
61521,75226,2008-03-01,2008
61521,53205,2009-03-01,2009
61521,107992,2009-03-01,2009
112098,6738,2009-03-01,2009
112098,6738,2009-03-01,2009
112098,7786,2009-03-01,2009
112098,50222,2010-03-01,2010
112098,6738,2010-03-01,2010
112098,10956,2011-03-01,2011
112098,14557,2011-03-01,2011
112098,84110,2012-03-01,2012
97554,56658,2009-03-01,2009
97554,14557,2009-03-01,2009
97554,76820,2010-03-01,2010
97554,65287,2010-03-01,2010
97554,6146,2011-03-01,2011
97554,6146,2011-03-01,2011
97554,58752,2013-03-01,2013
97554,21934,2013-03-01,2013
11322,87314,2009-03-01,2009
11322,13814,2009-03-01,2009
11322,71907,2011-03-01,2011
11322,6095,2011-03-01,2011
11322,97554,2011-03-01,2011
11322,32108,2012-03-01,2012
11322,59339,2012-03-01,2012
11322,21934,2012-03-01,2012
50222,6738,2009-03-01,2009
50222,85782,2009-03-01,2009
50222,77127,2010-03-01,2010
50222,85246,2010-03-01,2010
50222,112098,2011-03-01,2011
50222,49380,2011-03-01,2011
50222,107184,2013-03-01,2013
50222,33046,2013-03-01,2013
50222,82776,2013-03-01,2013
100686,107895,2009-03-01,2009
100686,85246,2009-03-01,2009
100686,10956,2011-03-01,2011
100686,7888,2011-03-01,2011
100686,53675,2012-03-01,2012
100686,84077,2012-03-01,2012
100686,112098,2012-03-01,2012
100686,83524,2013-03-01,2013
100686,30504,2013-03-01,2013
79348,14557,2009-03-01,2009
79348,14690,2009-03-01,2009
79348,50222,2010-03-01,2010
79348,7786,2010-03-01,2010
79348,59821,2011-03-01,2011
79348,107184,2011-03-01,2011
79348,84110,2012-03-01,2012
79348,18643,2012-03-01,2012
14997,100686,2009-03-01,2009
14997,21022,2009-03-01,2009
88701,108285,2009-03-01,2009
88701,50222,2009-03-01,2009
15999,6738,2009-03-01,2009
15999,84077,2009-03-01,2009
15999,106534,2012-03-01,2012
15999,19791,2012-03-01,2012
15999,89543,2013-03-01,2013
15999,41628,2013-03-01,2013
31665,21022,2009-03-01,2009
31665,45640,2009-03-01,2009
31175,56658,2009-03-01,2009
31175,14690,2009-03-01,2009
31175,71907,2011-03-01,2011
31175,39522,2011-03-01,2011
12184,11322,2009-03-01,2009
12184,85782,2009-03-01,2009
13814,49380,2009-03-01,2009
13814,84077,2009-03-01,2009
13814,6738,2010-03-01,2010
13814,107895,2010-03-01,2010
13814,50222,2011-03-01,2011
13814,97592,2011-03-01,2011
37724,93269,2009-03-01,2009
37724,88701,2009-03-01,2009
51179,112098,2009-03-01,2009
51179,13814,2009-03-01,2009
45640,13814,2009-03-01,2009
45640,85246,2009-03-01,2009
28075,6095,2009-03-01,2009
28075,55122,2009-03-01,2009
28075,51557,2010-03-01,2010
107743,28075,2009-03-01,2009
107743,100659,2009-03-01,2009
39280,39854,2009-03-01,2009
39280,14456,2009-03-01,2009
39280,108574,2010-03-01,2010
39280,112299,2010-03-01,2010
103858,55448,2009-03-01,2009
103858,29485,2009-03-01,2009
64725,100659,2009-03-01,2009
64725,67898,2009-03-01,2009
64725,28075,2010-03-01,2010
64725,65287,2010-03-01,2010
22331,28075,2009-03-01,2009
22331,55122,2009-03-01,2009
22331,59821,2010-03-01,2010
22331,49380,2010-03-01,2010
28741,107743,2009-03-01,2009
28741,55122,2009-03-01,2009
28741,81425,2011-03-01,2011
28741,19767,2011-03-01,2011
28741,79406,2012-03-01,2012
28741,84429,2012-03-01,2012
28741,13554,2012-03-01,2012
105168,39854,2009-03-01,2009
105168,80458,2009-03-01,2009
105168,67788,2010-03-01,2010
105168,81425,2010-03-01,2010
105168,81425,2010-03-01,2010
105168,55122,2011-03-01,2011
105168,81425,2011-03-01,2011
105168,82295,2011-03-01,2011
14456,80458,2009-03-01,2009
14456,55448,2009-03-01,2009
14456,101184,2010-03-01,2010
14456,97554,2010-03-01,2010
39532,28540,2009-03-01,2009
39532,25663,2009-03-01,2009
81156,39280,2009-03-01,2009
81156,105168,2009-03-01,2009
76604,22793,2009-03-01,2009
76604,54351,2009-03-01,2009
76604,13554,2011-03-01,2011
76604,77688,2011-03-01,2011
3566,95163,2009-03-01,2009
3566,84511,2009-03-01,2009
3566,70455,2010-03-01,2010
3566,22926,2010-03-01,2010
39685,64655,2009-03-01,2009
39685,95163,2009-03-01,2009
39685,112144,2009-03-01,2009
39685,68757,2010-03-01,2010
39685,68100,2010-03-01,2010
39685,67788,2011-03-01,2011
107230,21968,2009-03-01,2009
107230,3773,2009-03-01,2009
107230,15236,2010-03-01,2010
107230,37411,2010-03-01,2010
108574,51757,2009-03-01,2009
108574,39685,2009-03-01,2009
108574,82295,2010-03-01,2010
108574,112299,2010-03-01,2010
108574,105168,2011-03-01,2011
108574,100506,2011-03-01,2011
108574,34921,2012-03-01,2012
108574,33623,2012-03-01,2012
48982,3566,2009-03-01,2009
48982,22926,2009-03-01,2009
48982,108574,2010-03-01,2010
48982,22926,2010-03-01,2010
48982,67788,2011-03-01,2011
48982,50514,2011-03-01,2011
48982,34921,2012-03-01,2012
48982,97411,2012-03-01,2012
74411,34237,2009-03-01,2009
74411,22926,2009-03-01,2009
84775,21968,2009-03-01,2009
84775,64655,2009-03-01,2009
84775,81425,2011-03-01,2011
84775,100506,2011-03-01,2011
84775,112034,2012-03-01,2012
84775,79406,2012-03-01,2012
94970,95163,2009-03-01,2009
94970,112144,2009-03-01,2009
7547,98061,2009-03-01,2009
7547,64569,2009-03-01,2009
7547,81965,2010-03-01,2010
7547,67731,2010-03-01,2010
2008,51757,2009-03-01,2009
2008,61413,2009-03-01,2009
2008,97033,2010-03-01,2010
2008,112299,2010-03-01,2010
61413,108574,2009-03-01,2009
61413,64655,2009-03-01,2009
61413,108574,2012-03-01,2012
61413,39685,2012-03-01,2012
61413,18624,2012-03-01,2012
36052,84775,2009-03-01,2009
36052,22926,2009-03-01,2009
36052,67788,2010-03-01,2010
36052,22926,2010-03-01,2010
22909,64655,2009-03-01,2009
22909,98061,2009-03-01,2009
22926,112144,2009-03-01,2009
22926,84511,2009-03-01,2009
22926,81425,2010-03-01,2010
22926,25161,2010-03-01,2010
22926,42043,2010-03-01,2010
22926,55122,2011-03-01,2011
22926,60250,2011-03-01,2011
81425,107230,2009-03-01,2009
81425,111023,2009-03-01,2009
81425,42043,2010-03-01,2010
81425,112299,2010-03-01,2010
81425,13554,2011-03-01,2011
44872,67731,2009-03-01,2009
44872,15236,2009-03-01,2009
44872,5918,2009-03-01,2009
31913,28914,2009-03-01,2009
31913,100705,2009-03-01,2009
31913,77034,2010-03-01,2010
31913,6190,2010-03-01,2010
31913,37838,2011-03-01,2011
31913,31715,2011-03-01,2011
87175,17661,2009-03-01,2009
87175,44872,2009-03-01,2009
87175,91580,2010-03-01,2010
87175,61652,2010-03-01,2010
87175,14375,2011-03-01,2011
87175,108270,2011-03-01,2011
87175,98471,2011-03-01,2011
87175,10631,2012-03-01,2012
87175,25186,2012-03-01,2012
88056,107293,2009-03-01,2009
88056,32871,2009-03-01,2009
88056,87175,2011-03-01,2011
88056,67726,2011-03-01,2011
88056,26862,2012-03-01,2012
88056,10631,2012-03-01,2012
88056,108270,2013-03-01,2013
88056,30496,2013-03-01,2013
82074,31913,2009-03-01,2009
82074,20158,2009-03-01,2009
82074,55026,2015-03-01,2015
82074,79386,2015-03-01,2015
27849,77034,2009-03-01,2009
27849,107345,2009-03-01,2009
27849,49167,2012-03-01,2012
27849,16145,2012-03-01,2012
66030,15236,2009-03-01,2009
66030,100705,2009-03-01,2009
66030,50514,2010-03-01,2010
66030,68100,2010-03-01,2010
66030,50514,2011-03-01,2011
66030,6190,2011-03-01,2011
50514,81965,2009-03-01,2009
50514,67731,2009-03-01,2009
50514,68757,2010-03-01,2010
50514,67731,2010-03-01,2010
50514,39685,2011-03-01,2011
